"p","q","n"
"a79766964709766778485398163154957125872862296610069689338165692892511504907627","a65954571991478250408047970145768065243750626970719305861717803445752482831923","a5260996016492017995856537090422874368944635978213197805023235451357591686024217252089235408940349202136115503717996700440800897820636637827764677481776721"
"a76558581429336246412826303580271304394134611803219063279412872714967591637083","a86009863034132763746141775320568126023529200247183320856161499641750974946323","a6584793102824710707568723023563369724167952922936489237703333621489166910581022887726404710907193468944921244704715700789782880717149525195545989621295809"
"a113494997727649494077450162302531454281537107066174524761576344271091526433309","a66542675554920251442686390156901160308019895147111234314109896748585902298917","a7552260810897391474824568717195114295542254509829273644994565617528501536985495352123815557172902694370317086531895699121113903947639865981326416583426353"
"a71341150923300403446185892398764278874117605351084628312191890860845040366559","a108948388749699226332599761588307437612649227444776481199364392375407937149021","a7772503444642696248087145342805290772219580357868464634889993491626392084430812193902709881998260349961980946798728943352522269683630615793626739247988739"
"a99862229291263670611366954217945362176979321486142258737591926852031975138051","a102156263257153088407403257939665628177151397550972480212295594424871139326887","a10201552184924515814816875242903971387473110821067655140204581800636473485396937405829270591638811225455812553455094777527948716188490981497586867041077237"
"a95947387360226851338260892845343483402386784022670941027166872800251634972247","a66366181275856734177650894418076079254308547697444337926002642531544629801607","a6367661702493660347045314530693757472198904892195022351636465117610907179622731698165168411585187788221886507567888586832253912023420499331769266561000929"
"a75620351176430286141976005349168515115446435328707010504315361558058900395053","a79727907896566859054092296396962279916388185582161736776952276602468159623123","a6029052393700475180330386678970507342153779503559058862598627974195129495625436651152187074744800993395412386377365467595345035785345865342289808293610519"
"a85734609712513932203821255026957400231568213475547747230519911992698549559003","a106469509821062834765586454752800033421838688286306865542136784819921186618003","a9128121870791491205478007285655799286950647283932141454829029748287340229359094310506192268508684482717360665358341999438940664349519932473198460670531009"
"a58662902984261999551227749525406868783376577367083772184442245034724127741933","a96917592953188043921350101848707260413122272218258718475866981125018001248611","a5685467352881064639926700918373859736800997778261611055578841364602891950850773435667858543923795976100370257127341223781378719045760831365907657982705063"
"a88649360606914063426521442236952461596556097597533498253276083936962403104819","a98471899220659872981279211605701448391071986557625455028013813625796150968801","a8729470903659977006809287617689779137929980537915299313664003978171540999969940311404838737266881815569424977481943314054424972354056816803889737201752019"
"a65606130322390484220725410721587293838306954214641388220593081134067821224863","a110489271507614947409759043457088171759451037917677664633223573901939057037007","a7248773545754571972242997488635422175913888773428880908652777117262374810367283792817346153593813282841421149493762286400079773030094698624967034259505041"
"a81283779422983407905875387797321401782597883090604488418018728706721645106053","a70430769164183707420622304017533862889709996355780939956422448577083708400393","a5724879105332569951876990670366580947034274687867510017763766463275992956156839412209805118950591716300291409334888874784585697362174202475518133471878829"
"a96303834905883832831613434898992962748678841426424936663525719902020549704821","a104032794228337114903791639071531974079830342132115575672733519170315109752513","a10018757040163561985482253966971368830307774510700214187194244465948104494100744487028302649378242918346647524199864128034913973209471898944696360512965173"
"a107173399458183264569433339954750594402925685744005423785206116318704376923923","a108502556976269204228915511234128329054097986251685171316421771581977961807641","a11628587881051988725756017371698927438674335793568407442114207052629493369416089619458880156358472054923038357271902316649895628748300361347881344217095643"
"a91050070939005416023771420895395896434498716772275183849595523724187831351033","a111857541980699415430330200900715439717034728377470903090967702855627547207801","a10184637132405458166873776182985854923173454562443646969821868195315806378567668461399690620798938086515135565031982748584975712602965467710017248627008433"
"a104389357960913327583393710706928248171307042032276190337455984106993433607927","a71700443385060613661151457085391372710054054300244234141279169681329007722251","a7484763250479292508456340580298335583333748490492971034758871803531501680005185244770509492342295337212605706747122538628529136746138225532444655247883677"
"a89463070643914913736048021857477064922644300090161126123118407893856082353233","a80357371442044309480986290761384293751712355387593244979554559959072825109169","a7189017198078920902358670572603672135433844166546491181889286981365633670342508698711647032156753195239067974419980204007315162838400056559195847645093377"
"a74756082085857524992192772819502698079972360292846835122517472212523298917259","a63455564323164465894473003355419545321606370437323089636876490791259653134151","a4743689375346895011663216388732777426161879971920463039989236718748043061236277577142957731575277803502174502284935820017517278534881511377845124176212109"
"a58603209765812037928685462096641035460304156827058293788958280162654422610839","a58112690099549562588211537114620733051331407208443716683168959244467158279047","a3405590167959531456869735412655727268124570923942908092703378947604559239046134742799065970101883955681891635754278179497493848376287382951978991848790433"
"a101382937452774810594571278631339123725750668304832087662790807479227078266781","a58832018721354881753594080037865343275672384990924740113072665030625166376349","a5964562874247598664924806264226739200400603231578382753539684928209268641500859781440717086350904950711152885838591700206522803857537068979792089270762569"
"a71180227442638103325362195540242940464048002538006167866963587748059175862791","a92872791777391055977722124457054447701739700195595073439663156750022975301773","a6610706441947465235139638507564894234772490492191248882752275720879811774597403206028558390698598286678105258577831202128243358526810350549759300867028443"
"a93692110023366061805110439302663752104691744178086073181950618988989785180133","a92658705233349460743213046227467610784120288569881011754503432860648861262117","a8681389605345622377657752090260014955639519097630864985312256253515023384505484539565296724224149375848796378738864919884007521168467269909181800573921561"
"a85709021528687968849395396630963115466863838277334518006490142667943861103809","a93227942101299373823379776884224034648636436119664018483422645563877685419987","a7990475696635543507859908552521964027680437044120654007558940658525013104253863096513006617253880151118762367116208768477846927789650012664101995570430483"
"a95450612642378204249530980183110903897191507227091876750305552659656608636551","a90312997413455526873359506772109587326810313132089186089648441014725830369197","a8620430932683848173692708972052737445173376159404501881593576858656524597000139608338016696106186451443965870991290359493801634204642969436622751118719547"
"a63342824187839381938728602576739396028562830848730748483321162838598571337893","a59870269471730829290354949820201288662741328741603025158890215315668809779713","a3792351953226413309188048853597487872078786769602256407753861906807785969766042842020370410886407387855349636116159349203629154826920500701427733019564709"
"a92234954230629771463714495394515645681874155635361199654705140303424828258803","a107324302113999889394486732620247421609564181762796781113124615204142270299571","a9899052093319061823360016620276631694004119852824176911637988088590560899157460899687494759566018305685371332489031187257193655330516536794471129127873513"
"a96629364013006104722789495202596320322446951662335569364361810844520255049497","a97938971124338766579896819305222942753383648915847531833706026573057858757189","a9463780491833024450045291264078951648784726587517155215222104342577574522870196956659661682587958928443370411987647776380604246723280756751882198099583933"
"a58386986605753595546515721639945057992556055495194402364941525146213797487399","a57962075279204895227183619354719982096664234592117326820611093021085861935297","a3384230912968617814477216227121667025564785614537192260718323075827890498477614803390985274463792698234368955426527983965770963972929571886770714110822503"
"a101424560474977401632870231403487137216576433360389262320914107809904434940421","a72966833362880895586839968316078203450535303245859790783835927535915259716997","a7400629003081112083380979950407908585132278947756081040823293779187015741259132600557100524110608455402105707232612507268597234533394878989419923016035737"
"a74500026195238153727311541439013760286253980269209479240343792406072469085853","a83546558541274445239578370318692112677202043731322125431658545631497500701841","a6224220799846944083353338047034231895516354343533800068386011700205767803928383451540444646899929530520173102712174606030368732257662716498762643184155373"
"a64339625479630608672807029382115685146537492607886279156584431321975151381371","a62605872006191498595889222734685130198411662163972580337636269508661476940299","a4028038357704051194669018134631267422126629419585097979016216211594727814369503705774566801966439837682389990798708149173526989809996469392524632347769929"
"a101521163125145178288183287888003202460269613407133270132885801877725495312307","a104918406883490175848114473845137580966182907956676023002681133700374043416081","a10651438700049160886321627515310542126106152980178404371855054877865148999346620067930796810679454551894174200291578245011629994045025730974903062241008867"
"a87373730770747838668840974595111187174667037758379530507054334728600491542139","a64380373007737409538655667265703345569063999466381494930887444068742088951091","a5625153378098369680337321935574714090790165551327185517324983721467713507481982530517907858383762608077832052250007785215055792651117380508344947536523649"
"a113110343900077055305107934851860480929854040496843052454582088099042555996473","a88384900263898483494645515373870869164435819153885486093284389978479253184103","a9997246464423568748224597141782675726094513482201939250431875913487376251457004046712313421268845496396252452318676310839412688384546331934603361287668719"
"a94385285733360245487353973138085401699706220266979703574397743170111105586927","a108459336077723769517756037908325755728873843602163730200811645399463155459243","a10236965426146505468562647215710796999379829318634978126604706743948538182877234476021146824641907574814044112041410020248587223618928069878320637742116261"
"a107570081104626282924471312899266605617067864116735668668430085485365078462541","a93868145466135276116366921487046432977571836552911157478164819750591078395677","a10097404020933029553930253697678514418814673920941757857657952664956236552882702026343802043686836370691700442910922192664826965709453946425029960020835257"
"a79071548272507273635072172883326431960114964379674901385793208596718760456721","a91680981057828040413319005296915835748660460729165993801256329938728814625951","a7249357119384874865545108015084634875099819102074644340252122532917432174953779340013015254822092116907252735744192487026716290526682846621507485538966671"
"a114099295517433009772036408274476906484409136412387860452670286331800338284667","a92378207084050086460502275356651227975438577386220962398875963121019907955511","a10540288349453654338676846308063498012082219790243437351267641054534024306314317209903496268216763992126673114776804487619388929205603804284812900689449837"
"a113009791031372799022884043427022151326963621180806613822114253216933334416811","a91047283040584315131230658517136014198251875166989467080582250747837360647481","a10289234430390686083270404831991777844467140145330180443244256838935474160477630645610699790809405787333916987182844597750530785325359098168290160491203091"
"a97703347691389659352752472917632209555012440877972957146744742546300561557547","a106894556304103022510616788585717839600744160059827664022626816143679483878983","a10443956000896606001861011391406107490584856859539575700462920189421879978460881822433934637391879568692070661720437795027496401004991665124934207738334701"
"a73766526750815206331343089639689864918517734486138208825300357528472978563357","a60539944659360337736576225878218254304466089717653681971071594920691601162567","a4465821447207576537719655433192808548323167796430654382948398339078295263727973366902321442895653526117465484402297922590544119428704922125102970666257419"
"a61505763318715195270258914493423536496710333918634930683894381103906431171847","a78499567867545780672745956484234805852239563581439441237690538754287246460813","a4828175841882691279243689017354870831999747096551654291394754871454836866317390862397930528543557926965315536449455868492755735400727133621460630954331611"
"a72802240812646924241406611057149052155090491583278109295117608562631502309493","a103857524738850797986266869189490949255533224200187563275188737051002613828091","a7561060526243251157540614673257081329988838827889852821978661377691430079494286003584812508635142070374941131540431322048162935829578146478761084179367863"
"a101415502748856930140193106376228522018303630567012614375974951442720279434167","a113272619893416870238733021241799333684038068740337160485726211268943488555331","a11487599694171044792851094300631610544799137387409022463814977767708000804952493770737909953314461890382416780168968531918437603799530770233834852951394277"
"a103822468608235375022198484781641146391360753170847327018370807489542156459061","a80774198334499102787518596854589558705194711702278941029148181932529883490077","a8386176670938911211287362354948086155393408207365558611791435697371996934179389303618774853910463167012285137111542768131412760020410226429200030850237697"
"a110365424078238048278910392354428811521609791097988824522850694018536710669789","a78011732884471334014952171559151587724687440174248436119947464737278178612509","a8609797982872907518142548466189163029515164364364641855728325379067587935176527642241552138096190759543459726530114935325809107435931976431095680083790601"
"a79446656692983463263212161284418194523532054884098863976723737495551558037123","a60997152611402783115388780414452593073602811322998088280901682980764463196477","a4846019842767636653455487046029418035207759706308013469027115662965455498123768809267460358674266621007932214618620730496255592904807619891756628408815671"
"a110491177055038368921422917190314778990231346705205518220699308830372099868241","a85853541047262453100375822680248041939813388356934750095633687945077945306053","a9486058804655079936337580319492128363116075673962384721827102580756212688289704020462706503967482785843902539495166621600599487410204328840847325719762773"
"a58298793082773793548420015014988644015353203811247285098164238497899326103861","a104240129713077756981818641613209634953865756573899789484565247803786608504429","a6077073753064220523518170902677522954732883442877804791329525111652111392871854902722549141604413796172936071181109736031552983891356234432148060732500369"
"a67697454854096117955899164099955729840203897091657618546977641233128252392367","a113353187910192909366585985344234271010566909613283619122039844380806360950427","a7673722321118158364991950062238603125615208026863163079409605848238683489341815443480650149013713168520545188361543095794101272251895301724954590640190709"
"a70233595296776582583390041134528715468402554719998101338049801383960014233501","a110248909975021377963217394693666324026201896116722944745168707149075182844431","a7743177325096406312141201450088564693495333597661897286806941646372278534899511812537597378063133778152280759956654237791368870391959088247490851391482931"
"a107433532873391354205947355003012881784822459194032176940087910451592052105159","a98757408407102898270418505875319647292922510958855358977052081445815707110553","a10609857282595424915177161790468567839308084631596366902185786269527648693315512031171393018031200969254148980396884724578778561714770534876154068794642927"
"a114106497827239132342117113362092265267409512440749007516562485842210108560047","a92178401406333452006451427403971933613656107341143803543441634834042946345969","a10518154559790164622432466525564605126512671564372440645729266170231468285989298194113459674872156189217391858687385770742227872348145555543006826872900543"
"a66083365137307031534758220752351349979126199817753311621885768543694629681789","a78119216838878283779230741603896789839295194225749859644917705931613331506119","a5162380730604057587522960436058305657316150619709507343160132202546850799548850061442922265440666145365260502912481335055316072198818468474102609076366891"
"a99391790550421962672685290423767292350329729286355596337886746673107724493099","a86597431066753996251590040558392363161797876484805943707423817989214983211283","a8607073730791417147274130132503632455603476857715239529735996721726214167354319986326644084595713238612594803882331572533545227670774477826830256392436017"
"a103404153621060372236532683548780531303051577472154798197911158927594349195353","a80610745233152278550489017995650965433376957471111560176184399882987352797713","a8335485883597038324299241383720952653459063310686206906593619478564737932710899693749702613935527994905043408486645183393158197037400345623147254928627689"
"a101341928445739514577157105736393163825002890226169319766867694965592380734717","a63957597085109541159769014644516273154123813209376001672857153315972865513519","a6481586227360609270564473115550149340518339366349230314770600081857971427870627849455654529940290518869031886882988880336970157957161694656369216716139123"
"a74053329768402173782549818426757524772551914997664345434637880706782835709823","a63119603314496319119787997082995307011897426354393871718468352521646818798631","a4674216799099126784217859083312692997479132469883465685645988219958545393492456435439079301279776284320250392050755241865416200923423593480622158985652313"
"a107674512524141747547182519411635971592859279328897856714580167700817611626849","a98375926305632312548920754397672142388722566055078579725735506834225046536247","a10592579909069852035543481800851871716734275688845138182069397816371428628109505489100975577519425371268279942184918154337985395819499686672583642116895703"
"a84058116888160039697106290261111663636154094288672494341489152019973997372259","a73124950116691097460290476836791302856266831912649450477793087162932483603633","a6146745604349692404973684668302082666827878420114774841358874999090128008724351932717766018418969308028669707722465752574804704786466062103598144905816947"
"a73163035088596268951759432883838432122802408431096509095603627075039453150703","a101841344716471501461204239728523397066317780127578715077367827341771051050551","a7451021876961032704817990582702001937993347272566202313452090013382552459285582243594776158374777170550608248111857831359429252323343354432345095074187353"
"a62051425127802702255984279505362002420531150971773459812800819239035783873201","a98477573288145118105007098179731914153457182742802261086134978064941161218179","a6110673765657040163045671384698609203640422439384719199411024507289963343828552981152427600889802025116515189306345881140053644223113190602338016032120979"
"a112607708896631745525988171079913650255013955857584271936371760301813547945099","a59072642981011279654444164164204835501199696206122688499514044876029347377831","a6652034984560374712931646324192931334559015581208067542205225275700955127066912081593593381587878601067822394172864640439329950585815359048783453997700269"
"a101900365165088754406117397358223717518819782220618987434982972508264666879409","a110647619446633003327143106799238632462531706225734613738489192295979033861149","a11275032826259678732528832238182085549500293061432867490062111128408262466057184159192546637969061751518373891747770024687126434750826251082213050033180941"
"a95257668111066734647996070947297270407291033816238047258229282912114887975119","a61180071503907396176317732154486302570084314524415212072123869053671028454319","a5827870946330542215178052678639376682615498249001185361814067677654887157271222253870653834042681200479028730923922783332794269402667290489598942300088961"
"a75946602253975968418559605072956788457819802545660861115837644454470193338899","a112315632542057405427832014663643748125523724118656646720676987923084616936369","a8529990671575353574592314795942887021341839643318537927990496816457544393381079460622047093236834107368825034163310114286372701314128419184141744335517731"
"a95040760600656171818841150421306342087482039392041765982135104005100827522163","a60501740475351708649722998117231065822558346934808961814260747827981631167477","a5750131432440931479670039499718712585922903694232458579264548877780895398615741733119045777652429238610853116718656670017009249045659740473480678782292751"
"a59442479379789838391468335100496122117935497554580141503276726804832367308641","a99628700648979233207905544115171062685169505303312549406826239529529733828461","a5922176983962202560024827356725914334220091939637794660407239494035460798514009087317473792632174600702478872243879477930972833572937167359825175737031501"
"a76521962305604545086893999620087212692512853504057112328111842291097640480509","a60476248753271994220811299410953771289235155534100049586600282718099291976443","a4627761227482243406234670053980409993761508069341940538819815077536895964652776248050063764929550129303735327650506554203154691281737766610665582828649487"
"a104382488734862262189240417165405126705164699416585615960323264718029025429997","a62435179833258535653784049864455271348917780412172130448870176679800814020781","a6517139455604208591239095558358234318140881252977879330672548282331554718631931091340092965869498366470664560867938759937521145206318796516021795018767657"
"a89768254482087420061017236277038239215503922961371719977006286314331782037771","a62869091542709502478001391685014312702218569974065041881622395886881984009667","a5643648608663596610063600413421402704339551066950515501015788804061573609215974038869087344305597622599034754021191596387731172312987739259552754623132257"
"a75327920483432524903882918704562294070889318703427828145257492001916655901811","a58724929986217693139046013339871544580688953440352560830772963301400012845909","a4423626856396948669403572693514793349473728475033394110046104975178562657997804476802727308584480785680472505278670294478160899753165449648022698977041199"
"a70710877014605281042314740226438050172980150891817812678967686550934165591507","a101680472883463514060418098630303417613840547009583940619505358859985703391619","a7189915412849495759692442413086247660904203993675108301376239614074728114776048018399182910671827845279788171840343445223462303091235936826845219201379833"
"a80087385380492381308241994625716277876450218182762824220935558900100075201933","a70298471476946107376089397025985160115422133122587503873800159936822745173123","a5630020776833734340272963405440736746824293218333496735070117738177896653283255459168701506499630271473946689192221540931283245161972496190327685269246759"
"a79196891954650434480121030354674119966826092553452236206537752836591027451689","a65546209919085996373820584303162561424633291880543694295034499416208085498371","a5191056104998690252224529232399452933362891406328932553461914167271068889729017347279480042931187508840532637919613633241388250079606701585615647690698619"
"a85644720542368208781029959073998319913565305490564667637017114750686553906441","a113840834327526048500693801053473495291682686420149959688771045054992903721081","a9749866442291006116906630571380318875482764339987389490190511215617851145234655824695887840051159898804056832636287466915350692699512764765991965633382721"
"a107678517458613745673218734119567746081593663944101512923094999310515915747367","a61842094110698301869280174706794124448649851200842683393918211236103230808259","a6659065010376061400085466167847068967649815179380773092841941792121752560763918954766603000713970244145191188058607411489817151658958322516496241461104053"
"a85623606327285772925694723575761783067415998713350848398339607463090417882631","a114932929227044909727729205806463243863761031304145331792670573178315349675353","a9840971886178290471520215502157614059282597422942597977630799868255989712176012126921272695204464350973984759758188349418736183363382919880690791507493743"
"a91735881954394893764846138051406045847451963501070485547730790002664395049317","a84538049912148245089955983713689777148845271245084516923609691792242002648313","a7755172567395575030923021183666891328748058443291182497362051158034982662039804389988786680705064149716549191954025333264221489432021458034150760241852221"
"a96429741238493173470130484669722309382650257332032745139068941965938972057659","a72926844642021624261622972655013837504086587103953202163938364163974443175037","a7032316758169937553786538614528479342349067758191883716493509978931850789041076900601734208611114139258792028293826965488963385463708439915258260993458383"
"a73808386056696611068027522638549294358844812671495336843895800090429317639903","a71299537152713468188007352493473442995854821358246339447104726769756196070193","a5262503763831258734696941221766980044682787547922005724323455651495604170297781467705290471989989548660589932576895033654694427941702930692936182085711279"
"a70901908498187547355890038243984480744701969108295961046698436204233492799217","a87464862130416553525379806246528102839551381182018232082755384790235883140027","a6201425651577383624306844705151105944510606871138541336956227621278187712135234956865587056152794108678822674669494394854755952662102181061590999806958859"
"a103055961796503939342579368589168759823014881190721775532325997172303390012841","a76471209377689080397587310929755949629242168391328007230284696510865891577459","a7880814032159579655200172287096628190803342342991724140819927275299703914168292070073640632039324160008441937701241392014244351777215643687662199756151019"
"a111052149375399644756723190727130490910022037602663976797759966214610907742161","a82136304356408931254699543297902829253115415410387691000416994819121020481521","a9121413140531213215653658851101812974491388645673547276438262264208591697314719062822082167389719527762935996602973483196009613625837028544474231133106881"
"a86651947761822338315390650080167776050548198013356427675395203385024997640993","a58479871106318437685990968791977125223071832413161776940820600161712570058029","a5067394736222808778087455405516197951116481122407139550315237864694336253893979048330678407950620072226836792603070752670071825806218995798530970119182797"
"a105282307464006661270489022309403926695684430882739873985436617055120427597637","a84096363157971156380504935285276702139961389590324504379893503517251797985007","a8853859162602281477118084268522769425863701341287527653050840829032291568378773867482669922918778513173295756376732470210813980107049534310138230354628459"
"a86430200778738020565351393043137245547361101698442643003985816283319333465807","a62757302226136688135833169023001638905252849084126461211725830353330251706827","a5424126231736936494520892970723604148225080663225197079738597442735132447434047462622863838232681466658410013345120744220328946525153467526041743192964389"
"a79694211911956302655782185989839432157643655838005054170489534781512291830307","a79250814677212871113015411757041311646795863180257006613442690793777651994763","a6315831219080979377886101168343997727794892525015707383815736456262557168150562344781949286035128995903127687535518768650220590040855930379093026848682241"
"a79180575686723606059016395528469180393754353882451650695006374964520615750071","a65673473864359488068473529893905137772873664282246334130531430663468312305883","a5200063467926981066522887705282838045157216814245788046798479604877714661797661299765121102672509449356495443889088013114739924541478045702679757630967693"
"a104014863492661367821778016243521962378881234702377743175984981736454314240223","a78580428107967795087619907521400958767885989587640734678380535890293283713153","a8173532502845160610143163522886367206641036790855011255160946779822167150197331645824304590084932868262440152368018825462713569048767144044388885466753119"
"a70035462603585594147360713999324584621663663477603231961663737296933878689643","a97603520182873282991207880076627734397848680615844729895750053768842944143377","a6835707687745933582199469383181218488695916050829498041010144335252375535091220986462095589000108954480524245551638929437428525874994928585475153876944411"
"a75278739039854791944007197189802785601512974893173102811236753344558671070257","a78861476668377396828431313834294233679869013264231291605674416148415046641929","a5936592522416379354362267669244090603583961583612047952611318262961637774912461464446909317195482835153601820754118148073127469038730299222265048281005753"
"a79087917416443605267700721476809121765311812364926349892676223861768658037993","a115526907089739176280676662132583729050395379167172486736874770613746193782883","a9136782487290445219212202016541778278552866879029043673160415397226382725084154112354706992716134299386708400109239269758090505357055419720085421407073819"
"a58668726553646776249000104660339040607261227196872825295394503724684024267557","a111358374154098091783361383996725679954737440143170150896647355897190779762959","a6533254002705467582707262919470423339873449567340766300504307593727724976749845242251282730022639162723974682173126268950148217427352790480567728054021163"
"a105262978854101305358462463376012545314694174874051160520385848798101069600257","a73761281206200803400449718486853303053119641751398783703654786659044720493571","a7764332183859735195052594746505892626532357953215381848099958924705909245524914438447491165096415435453862553110575767417622985485164603531429516708447747"
"a81819267041730541818469586322817567324879716708369646080437366083146547368517","a63960818265919279331208227953126262059351959255080089853074427290414751626061","a5233227269906846117437185291291004876626517861659326924944064519373982211546445836324518903205070992695843647331514262943460048336545312677380386348121537"
"a95845471380313621317850992264776904956694613752727804897887090670600588356371","a63688454673387303827196746540177464258671885658672453442695536966430750807813","a6104249959654544133711511149505704873146291641732051156843534161427244401913940074797263986071794976285413889598386769922252362485412791434765890175126623"
"a59458789177063601026939017088390996943837070244675353661151121364922962449391","a96602628968195727566680464886631633562155741080601531009476017613957456488043","a5743875349770046829866767060445269796019179056065547718709582589231318684042921881750739675398363616739984811684506292953219945086317141359724471984131813"
"a89466213407163152062819001940606515032276936916409042471027841641229016390491","a74470918359580811715314065180358768054124827351021074695280965548538821619359","a6662631074585681347934964978996918768099895102420043984810192429834711735320016899010037353655131560603568960886247193998375557183201916714571113709115269"
"a77722924875560293445623210380187435634905874727777218542898669030278761230641","a100154858395459418032417030520673844293806287273858196454038084490494878217381","a7784328534992671499551065854894246437790874369263510005742002951075456971130245280957341066068565379105615975474221234940350895132536600129414551875971221"
"a86016765585393650951567560270306145711304298556322091434003278268284449727941","a76277882319530520710762574224528441757589379857082584509067250681523646679297","a6561176722829299728189293504521396130253924038927721201764650084753276988747900410663881017563554981424453768766472118362306646508082293750880239727137477"
"a109129374052233518877920754230063069182882227051669400391595399454759683894569","a83722034912646974531117137381318398737161583625731731209290561020134299340881","a9136533264396405504682442931098629030801537386538236234435253122483160356973382165162315016344280314026734919090219768229445965950010673425672527795575289"
"a108914604532896950496779712827988668065390866873467015394032116379978174191867","a114309342331316484953135562715779468969831479608269647653257227717007468762827","a12449956814430871698993724944660771802160635827383904692373861575841223126588857299294785379550567355667429121945556853688483782323816187172114547015328009"
"a99638842345877857173135192217789922500645519548953702535181421907792528630119","a69709643338487074383113784094272129528431289664327413038890538824978658700367","a6945788162590888185720749210064824881849856616524408428459787631401204155094155618206430800909855275158778535502883316112651998432617843019080899392553673"
"a81679285138947582268332170264627461676619830719421248184717999118474176652311","a92337154484289867347247204414489286015175458537611073513601092311381822556751","a7542032770041364466797561488654759755451570366989844612102566406642168541005303848981997473590470413002804522652590893722021611925647636768076015992801561"
"a74636746507459885557299495158217033397990816034058087138959771767497224353631","a102897795179645817846375950002016490947889943455603523743638519854259320396391","a7679956654999752642523739172372324038642944488603713886104253115970814367214690998498109132766085238938010630110700537413169053514668981399249849680145721"
"a66548099788898617946285653447702731045442720509076875741660141222987268811357","a92809449165180872415974849379784855745668925500894516682696528932993939152077","a6176292484397170229211908511246549136694183456295429820602988988832920683335161147280945013061950987896995685621773594458567615023729440424050244247738489"
"a94964427742343924052153612722085056438178155319152038233650974113529095905597","a81951446318386680209490210848205093152920502252438085929701251060441788356441","a7782472202283008892267063364658967936009060637506029081393998797616407139003009469566363472088488598527404383551956037400962253481709212405186361122900277"
"a87079070309212058848486529028917552660218367178136910824871493824171398321153","a81418178241468376895756075572673814316264487627370159430972150371940296579463","a7089819267536784216229411225535782190183570579818988206842486611494740719445792530071131240433411562928527295266227209493016508537691161089380866658280839"
"a85519173790049252798310112921211456565771545221321995075230905486914674731717","a92684061545608153088332248471135876607077458374173891523544941793076531337543","a7926264366886484604591878709491394507087318091111711453457276711881693400879127235040041544420890252794557367491656516179151386527789253690114086694951331"
"a95817169154460865307651747579942111750947619646290507892085961689927537933001","a95014772818046361815363375463897094671545630673621418299180234160189047786601","a9104046559279418526383208902721822917350786046721282501239823184254110787688584781024209659957956741696357172720745627585467700867826854036471305683519601"
"a65178493148714518007535820822403690956421491773527434714964310810980804344891","a93304810687152178477770590748949137039536685115341038277888806593635061876727","a6081466964114653403972334454914549026413179047271619758560409628283360691440626127970524325324213289027327766414619371746728861625436771633201474234251757"
"a106897152887054393308503258422444684349651820841127325681329031904836801598953","a93169594952515507588452921561902265535197554981007576654090748013847022444561","a9959564436063981522442636436759133550491977076428858440538336796993066930459418102292054270463153823228148753711375794357308169957056637640490723598144633"
"a60290728118751284548889501298619340017688529562550395234398464054598152634697","a68686018685123508639728237682779576602933587275933015981823891978017014655041","a4141130078104252055210948063869727721633718120928178288842254722910557941999066793039203550065015699760439360005688625419120828265132648517621234742557577"
"a113731584421828337428943057882219805564859485841815648336036197815996707330739","a60215027305447915306007463459358819163474143736235687727779013368721254003997","a6848350461452248093745576631565163775611963567879578435698632405245604982993590110847700853438881230984927005071382228056420549613597850138615665906963783"
"a114538980159044264835394219416511403737627872317956875069517457632527092775437","a106095395481921774872296350113505965037704059414792600274395539448233124231853","a12152058398069792710505108282168036293833011736256425034696089223773086836168454819745222654317776270565225966381379528757447483077135489389261016451394761"
"a68722994239768040737120213480239589650802284828707482024454311711141061635781","a78048270502428503122112553095977543088951494866938299830051326202509480247769","a5363710844162251906777977501975938270739073197723885575407208853414995409709374522908869810988706512689176033586753559247718922444855052473669404315822589"
"a88106465306457638595153535331297135072125240205308799192907284687115116188583","a99575104784575018523437601331178172811721824811147115222188190914397229469231","a8773210515089042884555441355392520722489182109110023699713676853694147768591104617910609577574406778001660312749310985184831101525227782643049720791989673"
"a113095649182618279985470290292383660472766829097624664755923554393509994967299","a93473054158209481476790335250594382485573594292764885209560600234223437302223","a10571395741104738360932008446673776112285425250320001319823526791873901277654701958470895926358421888764296067166946843871061222793004713963245595665005677"
"a59473980445052079399378315676712691289664372300439728412982085341874967361483","a85429569346738168988330263120442926118119014379416421497002185543347857036059","a5080836536757126407607785793816884984553435706308048003877899686685165897707511566055371323272837308012616388776088055953407104546332733504401840018715497"
"a81943919023927250677735004045254909190519721865750181965777116685360035586379","a110724373882036998783963207021872968831248694235933351932987103064168461843899","a9073189127364685233366933295184835815617514939980877767231436600147384142177680678017987484547690406278426209754951566365254597195967178178821664028651721"
"a112029007412638715937607591509759429573648329428997856346009366682264008381841","a89549904159555123709152098599095986187203367687296926969443954997692023937871","a10032186876891887535633117596003637371117158788759369591060064805979490427594327704145860821714117128559629396003479627831557029612008321543531559428600511"
"a111157958812169745033028185503841742411926167732338775710731221366410991969477","a101160176142724989674564080421903158508590340048388398459815624461629668794787","a11244758693104860873128803252208102529524323671615816770755069976110232583692558972250384567701557501251694214328920980405916128165803519214026718080716399"
"a59538332999132871288819182673625453599903444024109948617719700177779000103941","a110521650773304619508591920384897987659842465641384740329682178408271883482401","a6580274847354881450148210099661383535060359218734939249860451258122372526532979767936369426474863732026777135702830983672671698183363479251955220044242341"
